#|seed
£|0
#|MoveX|MoveY|CamX|CamY|ButtonKeyCodes
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
-0,3201908|0|0|0
-0,4043993|0|0|0
-0,5248155|0|0|0
-0,597231|0|0|0
-0,658268|-0,004079313|0|0
-0,7594312|-0,05336106|0|0
-0,836142|-0,07977276|0|0
-1|-0,1003068|0|0
-1|-0,1150763|0|0
-1|-0,1278112|0|0
-1|-0,1429197|0|0
-1|-0,1535446|0|0
-1|-0,1603642|0|0
-1|-0,1628132|0|0
-1|-0,1667317|0|0
-1|-0,1696328|0|0
-1|-0,1732498|0|0
-1|-0,1937085|0|0
-1|-0,2295395|0|0
-1|-0,251656|0|0
-1|-0,2996944|0|0
-1|-0,3457736|0|0
-1|-0,3630297|0|0
-1|-0,3744459|0|0
-1|-0,3780629|0|0
-1|-0,3457736|0|0
-1|-0,2869595|0|0
-1|0|0|0
-1|0|0|0
-1|0,1954417|0|0
-0,9512458|0,5380778|0|0
-0,8947676|0,6045027|0|0
-0,8044555|0,8630812|0|0
-0,5025107|0,907804|0|0
-0,4780959|0,9480432|0|0
-0,4446762|1|0|0
-0,4184529|1|0|0
-0,4034574|1|0|0
-0,3977304|1|0|0
-0,393812|1|0|0
-0,3901196|1|0|0
-0,3901196|1|0|0
-0,3901196|1|0|0
-0,3901196|1|0|0
-0,3901196|1|0|0
-0,3901196|1|0|0
-0,3901196|1|0|0
-0,3866157|1|0|0
-0,3866157|1|0|0
-0,3866157|1|0|0
-0,3866157|1|0|0
-0,3866157|1|0|0
-0,3866157|1|0|0
-0,3866157|1|0|0
-0,3866157|1|0|0
-0,3866157|1|0|0
-0,3866157|1|0|0
-0,3738808|1|0|0
-0,337786|1|0|0
-0,282928|1|0|0
-0,243254|1|0|0
-0,2154482|1|0|0
-0,1966097|1|0|0
-0,1801071|1|0|0
-0,1520753|1|0|0
-0,09439149|1|0|0
-0,04179415|1|0|0
0|1|0|-0,002827741
0|1|0|-0,007433262
0|1|0|-0,03604976
0|1|0|-0,06711082
