#|seed
£|6
#|MoveX|MoveY|CamX|CamY|ButtonKeyCodes
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|0
0|0|0|-3,483429E-05
0|0|0|-0,0002506227
0|0|0|-0,000509567
0|0|0|-0,0008764056
0|0|0|-0,001471363
0|0|0|-0,002954131
0|0|0|-0,002954131
0|0|0|-0,005010276
0|0|0|-0,007377772
0|0|0|-0,01065158
0|0|0|-0,01386064
0|0|0|-0,01386064
0|0|0|-0,01720227
0|0|0|-0,02109569
0|0|0|-0,02489971
0|0|0|-0,03237212
0|0|0|-0,03237212
0|0|0|-0,03593878
0|0|0|-0,03958867
0|0|0|-0,03958867
0|0|0|-0,04290255
0|0|0|-0,04637981
0|0|0|-0,04937926
0|0|0|-0,05209509
0|0|0|-0,05504831
0|0|0|-0,05764084
0|0|0|-0,05998059
0|0|0|-0,05998059
0|0|0|-0,06234808
0|0|0|-0,06463235
0|0|0|-0,06673782
0|0|0|-0,06858742
0|0|0|-0,07020583
0|0|0|-0,07164544
0|0|0|-0,0729155
0|0|0|-0,0739667
0|0|0|-0,0739667
0|0|0|-0,07486375
0|0|0|-0,07558201
0|0|0|-0,0761369
0|0|0|-0,07661781
0|0|0|-0,07703704
0|0|0|-0,07735147
0|0|0|-0,07760734
0|0|0|-0,07760734
